,order_id,order_price_total
13253,378493,84.99
13255,378502,78.0
13256,378507,59.0
13258,378533,103.99
13259,378534,359.0
13261,378539,80.0
13262,378542,368.0
13263,378556,58.99
13264,378565,499.0
13265,378567,37.98
13266,378571,218.98000000000002
13267,378572,699.0
13268,378577,346.99
13269,378580,257.98
13270,378581,56.0
13271,378584,849.0
13272,378585,183.96
13273,378592,359.0
13274,378594,30.97
13275,378596,242.99
13276,378598,22.98
13277,378602,9.98
13278,378613,279.99
13279,378614,189.99
13280,378622,51.99
13281,378625,19.99
13282,378626,89.99
13283,378628,455.0
13284,378631,83.99
13285,378633,99.99
13286,378639,149.99
13287,378656,29.99
13289,378662,29.99
13290,378665,22.98
13291,378676,36.99
13292,378681,143.99
13293,378683,39.98
13294,378687,551.98
13295,378695,31.0
13296,378697,109.0
13297,378699,63.99
13298,378704,51.989999999999995
13299,378706,49.99
13300,378713,389.0
13301,378715,44.99
13302,378728,265.99
13303,378735,52.0
13304,378739,199.99
13305,378740,78.99
13306,378741,89.97
13307,378746,239.99
13308,378749,26.49
13309,378754,879.0
13310,378758,85.97
13311,378769,29.9
13312,378770,62.980000000000004
13313,378777,24.99
13314,378780,54.99
13315,378782,85.95
13316,378783,389.0
13317,378785,99.99
13318,378787,389.0
13319,378791,321.98
13320,378793,24.99
13321,378796,8.99
13322,378804,129.99
13323,378810,389.0
13324,378825,43.98
13325,378828,346.99
13326,378845,659.0
13327,378851,99.99
13328,378860,32.99
13329,378867,939.0
13330,378871,10.99
13331,378872,77.97999999999999
13332,378874,469.0
13333,378875,469.0
13334,378880,80.5
13335,378885,718.0
13336,378897,25.99
13337,378899,99.99
13339,378908,76.99
13340,378916,79.99
13341,378919,389.0
13342,378933,399.0
13343,378934,455.96000000000004
13344,378935,254.98000000000002
13345,378936,139.99
13346,378938,297.99
13347,378939,83.99
13348,378940,185.99
13349,378950,59.99
13350,378953,128.99
13351,378954,52.99
13353,378957,247.99
13354,378958,41.980000000000004
13355,378959,14.98
13356,378967,469.0
13357,378970,90.99
13358,378988,109.99
13359,378996,124.99
13360,378999,359.0
13361,379009,124.99
13362,379012,385.0
13363,379013,79.99
13364,379014,199.99
13365,379020,89.99
13366,379023,535.97
13367,379025,24.99
13368,379030,329.99
13369,379032,58.99
13370,379040,158.99
13371,379048,17.98
13372,379053,139.99
13373,379057,289.0
13374,379058,359.0
13375,379060,29.99
13376,379073,26.49
13377,379079,359.0
13378,379088,17.99
13379,379089,64.99
13380,379090,16.99
13381,379092,129.99
13382,379108,59.99
13383,379115,336.99
13384,379117,64.99
13385,379118,39.98
13386,379123,499.99
13387,379127,29.9
13388,379131,52.99
13389,379138,385.12
13390,379139,221.99
13391,379145,82.98
13392,379150,389.0
13393,379152,7.99
13394,379153,59.99
13395,379155,74.97
13396,379160,199.99
13397,379175,179.99
13398,379178,24.99
13399,379182,439.0
13400,379184,239.99
13401,379187,76.99
13402,379190,153.99
13403,379191,299.0
13404,379193,798.99
13405,379197,83.99
13406,379199,799.0
13408,379206,5.99
13409,379214,29.99
13410,379217,469.0
13411,379229,34.0
13412,379240,156.87
13413,379242,29.99
13414,379249,79.99
13415,379256,64.99
13416,379262,751.0
13417,379266,59.99
13418,379268,389.0
13419,379270,16.99
13421,379276,79.99
13422,379286,228.99
13423,379298,34.0
13424,379299,29.99
13425,379300,32.99
13426,379301,849.0
13427,379302,29.99
13428,379307,79.99
13429,379308,29.97
13430,379309,109.96
13431,379312,63.99
13432,379319,389.0
13433,379320,59.99
13434,379328,14.99
13435,379335,33.99
13436,379336,784.0
13437,379337,469.0
13438,379347,90.99
13439,379355,87.99
13440,379365,59.99
13441,379371,351.99
13442,379374,16.99
13443,379381,20.98
13444,379394,78.97999999999999
13445,379397,44.99
13446,379400,79.99
13447,379404,9.98
13448,379412,313.98
13449,379416,729.0
13450,379417,119.99
13451,379422,124.99
13452,379425,189.99
13453,379426,187.96
13454,379434,757.98
13455,379437,29.9
13456,379438,117.98
13457,379447,349.99
13458,379449,14.99
13459,379450,135.99
13460,379453,257.99
13461,379454,128.99
13462,379461,54.0
13463,379465,188.98000000000002
13464,379471,217.99
13465,379475,168.98
13466,379478,999.0
13467,379486,88.47999999999999
13468,379496,698.99
13469,379497,33.99
13470,379499,242.98000000000002
13471,379505,29.99
13472,379506,14.99
13473,379524,22.99
13474,379528,366.99
13475,379529,79.99
13476,379533,169.98
13477,379542,19.99
13478,379544,39.99
13479,379546,189.98
13480,379548,33.99
13481,379549,39.99
13482,379554,59.99
13484,379560,62.99
13485,379561,409.97
13486,379563,55.97
13487,379568,29.99
13488,379584,36.9
13489,379586,119.99
13490,379589,415.0
13491,379601,142.0
13492,379604,579.98
13493,379607,113.99
13494,379613,53.99
13495,379617,138.99
13496,379619,469.0
13497,379624,161.98000000000002
13498,379628,377.99
13499,379656,99.99
13500,379670,17.98
13501,379677,45.99
13502,379687,879.0
13503,379703,78.99
13504,379704,251.96999999999997
13505,379710,92.99
13506,379723,359.0
13507,379727,854.0
13508,379729,525.0
13509,379732,393.99
13510,379733,14.47
13511,379736,800.99
13512,379739,39.99
13513,379740,49.99
13514,379742,119.99
13515,379744,289.99
13516,379754,938.99
13517,379771,134.99
13518,379773,69.99
13519,379785,199.99
13520,379787,29.99
13521,379790,29.99
13522,379800,759.0
13523,379821,54.0
13524,379823,28.99
13526,379840,357.98
13527,379842,359.0
13528,379846,389.0
13529,379855,44.99
13530,379858,8.97
13531,379860,189.99
13532,379866,359.0
13533,379869,94.99000000000001
13534,379871,89.99
13535,379885,52.99
13536,379889,33.97
13537,379894,469.0
13538,379896,104.99
13539,379897,153.98
13540,379899,134.99
13541,379901,69.97999999999999
13542,379910,76.99
13543,379915,39.98
13544,379917,24.99
13545,379921,76.99
13546,379925,24.95
13547,379936,237.99
13548,379937,91.98
13549,379939,475.98
13551,379948,79.0
13552,379951,819.0
13553,379960,77.97
13554,379961,419.98
13555,379964,39.98
13556,379968,281.96999999999997
13557,379972,103.98
13558,379977,39.99
13559,379981,415.0
13560,379989,24.99
13561,379991,59.99
13562,379994,24.99
13563,379997,561.99
13564,380001,179.0
13565,380004,17.99
13566,380005,213.95
13567,380013,879.0
13568,380015,39.99
13569,380025,269.98
13570,380028,931.99
13571,380030,44.99
13572,380040,59.99
13573,380043,509.99
13574,380046,39.0
13576,380059,24.99
13577,380064,94.99
13578,380073,359.0
13579,380076,64.99
13580,380078,80.5
13581,380081,31.89
13582,380085,45.99
13583,380089,77.47
13584,380093,142.99
13585,380098,170.97
13586,380118,289.99
13587,380123,209.99
13588,380129,177.99
13589,380155,368.0
13590,380174,34.99
13591,380187,199.0
13592,380196,37.99
13593,380197,29.99
13594,380198,118.0
13595,380204,232.98000000000002
13596,380205,132.99
13597,380207,179.0
13598,380209,39.0
13599,380211,109.0
13600,380214,309.99
13601,380224,207.95000000000002
13602,380226,399.0
13603,380227,136.99
13604,380237,99.99
13605,380240,289.0
13607,380243,399.0
13608,380262,399.0
13609,380264,659.0
13610,380284,43.99
13611,380286,39.99
13612,380295,407.99
13613,380300,69.99
13614,380311,64.99
13615,380322,72.98
13617,380324,179.0
13618,380327,39.99
13619,380338,51.980000000000004
13620,380340,78.99
13621,380341,76.99
13622,380343,599.0
13623,380345,124.99
13624,380349,4.99
13625,380357,383.99
13626,380359,53.98
13627,380360,258.99
13628,380362,172.0
13629,380370,23.99
13630,380371,95.99
13631,380383,659.0
13632,380385,368.0
13633,380388,41.980000000000004
13634,380389,124.99
13635,380390,398.0
13636,380393,48.99
13637,380395,179.99
13638,380401,105.97999999999999
13639,380406,68.0
13640,380407,11.5
13641,380411,646.99
13642,380413,29.99
13643,380414,173.99
13644,380424,147.98
13645,380427,8.99
13646,380434,561.99
13647,380437,60.99
13648,380441,799.0
13649,380444,63.0
13650,380446,169.0
13651,380450,169.0
13652,380462,79.0
13653,380464,49.99
13654,380466,27.99
13655,380469,126.99
13656,380471,329.96999999999997
13657,380478,95.99000000000001
13658,380481,69.99
13659,380487,95.98
13660,380492,32.9
13661,380502,191.99
13662,380506,32.99
13663,380514,1001.0
13664,380521,795.0
13665,380526,951.75
13666,380535,989.0
13667,380537,51.97
13668,380538,124.99
13669,380548,949.0
13670,380553,269.99
13671,380554,64.99
13673,380557,359.0
13674,380561,69.99
13675,380575,49.99
13676,380576,289.99
13677,380586,38.99
13678,380591,124.99
13679,380598,49.99
13680,380601,204.99
13681,380604,359.0
13682,380614,79.99
13683,380615,29.99
13684,380617,6.99
13685,380618,86.99
13686,380632,569.0
13687,380643,29.99
13688,380645,134.99
13689,380653,169.0
13690,380658,169.0
13691,380660,31.0
13692,380665,25.98
13693,380669,115.96000000000001
13694,380674,410.97
13695,380679,163.99
13696,380685,172.0
13697,380693,258.99
13698,380696,29.99
13699,380698,455.0
13700,380701,434.99
13701,380708,99.98
13702,380715,32.99
13703,380726,27.979999999999997
13704,380730,354.99
13705,380733,159.99
13706,380739,26.9
13707,380741,247.98000000000002
13708,380745,92.97999999999999
13709,380755,469.0
13710,380775,410.51
13711,380784,59.98
13712,380785,133.97
13713,380786,124.99
13714,380787,59.99
13715,380788,11.99
13716,380802,909.0
13717,380804,36.99
13718,380807,139.99
13719,380810,36.98
13720,380811,11.99
13721,380816,250.45999999999998
13722,380820,34.99
13723,380821,139.99
13724,380827,269.99
13725,380828,279.0
13726,380830,380.99
13727,380835,14.99
13728,380843,24.99
13729,380860,64.99
13730,380861,125.97
13731,380863,479.99
13732,380868,136.99
13733,380872,26.97
13734,380881,34.99
13735,380890,79.99
13736,380891,359.0
13737,380897,183.96
13738,380906,391.99
13739,380908,59.99
13740,380921,39.99
13741,380934,212.74
13742,380941,32.99
13743,380942,4.99
13745,380958,18.97
13746,380959,103.99
13747,380961,52.99
13748,380962,49.99
13749,380969,125.98
13750,380975,59.99
13751,380986,109.99
13752,380989,23.99
13753,380995,26.979999999999997
13754,381004,27.979999999999997
13755,381009,177.99
13756,381010,299.99
13757,381015,8.99
13758,381016,79.99
13759,381017,79.98
13760,381020,79.99
13761,381028,89.97
13762,381033,119.99
13763,381043,9.99
13764,381044,39.99
13765,381046,14.99
13766,381049,359.0
13767,381051,368.0
13768,381052,109.99
13769,381053,24.99
13770,381059,30.979999999999997
13771,381060,199.0
13772,381063,64.99
13773,381067,179.0
13774,381070,366.99
13775,381071,1069.98
13776,381075,163.88
13777,381079,69.29
13778,381087,123.97
13779,381094,32.39
13780,381104,32.99
13781,381106,135.96
13782,381118,76.99
13783,381119,39.99
13784,381127,79.99
13785,381131,471.22
13786,381135,359.0
13787,381139,469.0
13788,381161,37.98
13789,381169,63.0
13790,381172,769.0
13791,381173,769.0
13793,381188,76.99
13794,381189,119.99
13795,381190,107.9
13796,381191,29.99
13797,381196,78.99
13798,381199,90.99
13799,381206,154.0
13800,381213,142.99
13801,381220,525.0
13802,381224,191.99
13803,381225,19.99
13804,381228,150.04
13805,381232,340.19
13806,381235,24.99
13807,381251,3069.0
13808,381255,59.99
13809,381258,59.99
13810,381264,51.99
13811,381268,45.0
13812,381271,216.99
13813,381272,90.15
13814,381273,165.56
13815,381278,29.99
13816,381279,388.07
13817,381287,377.18
13818,381295,782.6
13819,381296,899.97
13820,381303,82.78
13821,381308,377.90000000000003
13822,381309,49.98
13823,381317,52.99
13824,381319,140.99
13825,381328,389.0
13826,381329,59.0
13827,381334,64.99
13828,381340,119.99
13829,381347,498.98
13830,381349,54.99
13831,381350,34.99
13832,381364,701.88
13833,381366,199.99
13834,381367,275.49
13835,381372,42.99
13836,381374,359.0
13837,381379,3.49
13838,381380,35.09
13839,381397,29.99
13840,381404,435.59
13841,381407,39.989999999999995
13842,381419,739.0
13843,381422,9.99
13844,381430,537.56
13845,381441,359.0
13846,381442,82.99
13847,381443,239.98
13848,381444,119.97999999999999
13849,381447,64.99
13850,381450,337.96000000000004
13851,381451,101.04
13852,381461,62.36
13853,381466,16.97
13854,381467,174.43
13855,381468,541.49
13856,381473,184.99
13857,381480,64.99
13858,381481,22.99
13859,381482,191.09
13860,381484,314.81
13861,381487,272.97
13862,381491,104.0
13863,381492,359.0
13864,381504,146.99
13865,381505,60.980000000000004
13866,381507,39.0
13867,381509,24.99
13868,381514,399.0
13869,381516,59.99
13870,381519,139.98
13871,381520,228.98000000000002
13872,381523,148.08
13873,381526,380.99
13874,381528,9.99
13875,381529,19.99
13876,381535,123.99
13877,381536,289.25
13878,381545,49.99
13879,381548,53.45
13880,381555,640.07
13881,381560,40.97
13882,381561,111.99000000000001
13883,381572,849.0
13884,381581,680.11
13885,381587,59.99
13886,381590,649.0
13887,381591,112.49
13888,381593,86.38
13889,381598,156.09
13890,381600,19.99
13891,381601,126.89
13892,381603,49.99
13895,381626,29.99
13896,381627,116.09
13897,381630,14.99
13898,381632,24.99
13899,381636,134.99
13900,381649,269.26
13901,381655,86.12
13902,381661,22.99
13903,381663,170.51
13904,381664,968.0
13905,381667,141.98
13906,381675,9.99
13907,381676,43.980000000000004
13908,381678,59.99
13909,381680,77.38
13910,381682,208.07999999999998
13911,381685,994.8499999999999
13912,381690,89.09
13913,381693,531.15
13914,381696,84.99
13915,381704,38.98
13916,381709,36.99
13917,381711,424.96000000000004
13918,381716,563.9399999999999
13919,381717,266.48
13920,381719,24.99
13921,381723,56.99
13922,381724,69.29
13923,381733,82.98
13926,381742,473.35
13927,381743,382.99
13928,381744,16.99
13929,381756,409.0
13930,381762,569.98
13931,381770,19.99
13932,381772,295.96999999999997
13933,381775,99.99
13934,381779,32.99
13935,381780,209.99
13936,381781,51.99
13937,381788,289.99
13938,381795,8.99
13939,381796,17.99
13940,381804,56.0
13941,381812,136.98
13942,381813,872.55
13943,381818,769.0
13944,381819,34.0
13945,381835,59.99
13946,381841,499.95
13947,381842,83.99
13948,381846,63.0
13949,381855,95.99
13950,381858,24.99
13951,381862,207.99
13952,381864,26.99
13953,381872,654.92
13954,381873,122.49
13955,381885,425.57
13956,381887,319.99
13957,381891,42.99
13958,381895,118.78
13959,381901,226.07
13960,381903,359.0
13961,381913,9.99
13962,381916,317.08000000000004
13963,381922,25.99
13964,381934,51.99
13965,381935,159.37
13966,381937,170.51
13967,381945,170.98
13968,381947,143.99
13969,381951,47.45
13970,381955,579.95
13971,381959,37.97
13972,381960,435.59
13973,381974,179.99
13974,381985,49.99
13975,381986,180.31
13976,381992,97.99
13977,381997,80.98
13978,382006,49.99
13979,382007,69.99
13981,382023,126.89
13982,382030,22.99
13983,382034,32.99
13984,382037,141.56
13986,382063,239.98
13987,382095,319.99
13988,382098,59.99
13989,382099,399.99
13990,382100,139.99
13991,382103,99.99
13992,382106,41.99
13993,382113,119.98
13994,382120,89.99
13995,382130,173.9
13996,382131,182.98
13997,382138,32.98
13998,382140,229.99
13999,382142,99.99
14000,382151,765.99
14001,382153,346.99
14002,382156,517.98
14003,382163,69.99
14004,382169,17.99
14005,382170,59.99
14006,382177,34.99
14007,382180,481.96
14008,382184,284.99
14009,382185,103.99
14010,382189,83.99
14011,382190,11.98
14012,382201,389.0
14013,382202,79.99
14014,382205,64.99
14015,382208,359.0
14016,382220,389.0
14017,382228,389.0
14018,382229,29.98
14019,382231,144.99
14020,382238,953.97
14021,382249,229.99
14022,382255,529.99
14023,382260,189.99
14024,382263,389.0
14025,382268,494.58
14026,382272,69.99
14027,382273,389.0
14028,382276,19.99
14029,382278,389.0
14030,382281,24.99
14031,382284,389.0
14032,382288,96.99
14033,382289,879.0
14034,382290,87.99
14035,382293,389.0
14036,382299,389.0
14037,382302,124.99
14038,382303,46.99
14039,382310,389.0
14040,382311,389.0
14041,382313,389.0
14042,382327,412.99
14043,382331,59.99
14044,382334,29.99
14045,382336,451.96999999999997
14046,382337,909.0
14047,382338,227.98000000000002
14048,382348,389.0
14049,382350,389.0
14050,382363,189.98
14051,382365,389.0
14052,382374,64.99
14053,382378,389.0
14054,382384,9.99
14055,382389,99.99
14056,382393,199.0
14057,382402,389.0
14058,382404,64.99
14059,382405,23.68
14060,382410,939.99
14061,382414,999.95
14062,382417,389.0
14063,382418,375.94
14064,382419,89.97
14065,382427,389.0
14066,382428,415.0
14067,382431,112.99
14068,382435,119.99
14069,382451,216.98000000000002
14070,382455,99.99
14071,382456,22.99
14072,382457,479.99
14073,382461,346.99
14074,382464,389.0
14075,382474,389.0
14076,382475,151.99
14077,382476,469.0
14078,382481,389.0
14079,382492,389.0
14080,382500,70.99
14081,382507,34.99
14082,382510,6.99
14083,382511,402.98
14084,382519,263.96
14085,382520,781.99
14086,382521,121.99
14087,382524,359.0
14088,382526,479.0
14089,382531,288.96000000000004
14090,382553,150.99
14091,382557,106.97999999999999
14092,382563,19.99
14093,382565,533.99
14094,382571,389.0
14095,382573,389.0
14096,382576,368.98
14097,382578,29.99
14098,382609,24.99
14099,382611,108.99
14100,382619,289.99
14101,382621,12.99
14102,382622,217.54
14103,382633,445.0
14104,382639,299.99
14105,382658,739.0
14106,382664,153.99
14107,382684,56.980000000000004
14108,382688,778.0
14109,382690,8.99
14110,382692,93.99
14111,382695,301.94
14112,382697,288.0
14113,382699,25.96
14114,382703,41.98
14115,382705,58.99
14116,382706,187.97
14117,382707,389.0
14118,382709,103.99
14119,382711,579.98
14120,382716,368.0
14121,382721,124.99
14122,382724,359.0
14123,382728,94.97
14124,382743,606.97
14125,382745,739.0
14126,382748,121.97999999999999
14127,382756,319.99
14128,382759,359.0
14129,382760,377.99
14130,382761,399.98
14131,382769,179.0
14132,382771,446.99
14133,382773,389.0
14134,382775,728.0
14135,382776,168.38
14136,382777,35.99
14137,382782,52.99
14138,382783,70.99
14139,382793,450.99
14140,382796,389.0
14141,382801,82.99
14142,382805,239.98
14143,382806,413.98
14144,382807,24.99
14145,382808,59.99
14146,382811,105.98
14147,382815,979.0
14148,382822,59.99
14149,382825,99.99
14150,382838,155.94
14151,382839,766.97
14152,382840,401.98
14153,382848,79.99
14154,382851,599.99
14155,382854,487.99
14156,382861,31.99
14157,382866,9.99
14158,382872,389.0
14159,382882,97.99
14160,382885,99.99
14161,382888,184.99
14162,382899,36.99
14163,382901,43.96
14164,382903,66.99
14165,382915,177.99
14166,382916,389.0
14167,382921,173.0
14168,382927,935.0
14169,382928,389.0
14170,382929,696.99
14171,382941,17.99
14172,382957,142.99
14173,382962,579.97
14174,382973,383.0
14175,382977,389.0
14176,382979,59.99
14177,382981,439.0
14178,382988,67.98
14179,382990,42.99
14180,382991,14.99
14181,383007,460.47
14182,383020,303.58
14183,383023,359.0
14184,383024,389.0
14185,383028,145.99
14186,383029,36.99
14187,383038,38.98
14188,383039,299.99
14189,383042,48.989999999999995
14190,383045,368.0
14191,383056,207.98
14192,383061,137.99
14193,383063,73.8
14194,383072,244.98000000000002
14195,383081,378.99
14196,383084,9.99
14197,383093,659.0
14198,383102,301.95
14199,383117,119.0
14200,383129,54.07
14201,383133,14.99
14202,383135,58.99
14203,383136,19.98
14204,383140,27.979999999999997
14205,383148,799.0
14206,383157,39.98
14207,383159,11.99
14208,383163,23.98
14209,383166,138.87
14210,383176,29.99
14211,383177,29.98
14212,383183,8.99
14213,383186,9.99
14214,383193,34.99
14215,383196,11.99
14216,383199,11.18
14217,383208,119.0
14218,383211,144.97
14219,383213,445.0
14220,383222,359.0
14221,383223,11.99
14222,383226,90.99
14223,383230,8.48
14224,383232,23.98
14225,383233,29.99
14226,383234,80.5
14227,383241,49.99
14228,383245,33.49
14229,383250,188.99
14230,383264,429.37
14231,383270,21.5
14232,383280,29.9
14233,383283,36.99
14234,383291,59.97
14235,383299,454.0
14236,383302,869.97
14237,383307,158.0
14238,383310,19.99
14240,383329,35.98
14241,383330,62.99
14242,383343,71.98
14243,383354,39.99
14244,383355,29.99
14245,383357,199.99
14246,383359,21.5
14247,383360,786.97
14248,383362,28.39
14249,383364,175.98
14250,383365,29.98
14251,383366,389.0
14252,383367,289.99
14253,383368,11.99
14254,383369,29.99
14255,383374,56.0
14256,383375,99.99
14257,383378,14.99
14258,383380,659.0
14259,383384,51.98
14260,383388,9.99
14261,383391,59.99
14262,383395,84.99
14263,383396,359.0
14264,383399,368.0
14265,383400,11.99
14266,383409,59.99
14267,383411,26.99
14268,383414,305.99
14269,383427,19.99
14270,383428,124.99
14271,383430,521.98
14272,383431,359.0
14273,383434,879.0
14274,383449,25.490000000000002
14275,383451,12.99
14276,383457,30.47
14277,383461,383.98
14278,383464,21.5
14279,383465,139.99
14280,383469,13.99
14281,383472,368.0
14282,383473,91.99
14283,383477,90.99
14284,383486,29.99
14285,383488,69.95
14286,383489,110.97999999999999
14287,383490,95.99
14288,383492,29.99
14289,383493,23.98
14290,383507,9.99
14291,383509,11.99
14292,383518,165.0
14293,383525,89.98
14294,383530,274.99
14295,383534,628.98
14296,383538,136.99
14297,383539,39.99
14298,383549,24.99
14299,383551,51.99
14300,383558,238.0
14301,383559,86.99
14302,383564,188.99
14303,383567,274.99
14304,383572,11.99
14305,383582,29.99
14306,383588,66.99
14307,383590,826.0
14308,383594,42.98
14309,383596,127.99
14310,383619,79.99
14311,383621,7.21
14312,383628,462.99
14313,383637,32.99
14314,383638,682.79
14315,383653,389.0
14316,383656,62.99
14317,383659,22.99
14318,383661,389.0
14319,383662,59.99
14320,383664,21.5
14321,383668,119.0
14322,383681,477.32
14323,383684,59.99
14324,383692,32.98
14325,383695,39.980000000000004
14326,383697,35.97
14327,383717,19.99
14328,383721,389.0
14329,383726,359.0
14330,383727,368.99
14331,383729,36.9
14332,383730,99.99
14333,383748,70.98
14334,383750,34.0
14335,383751,59.99
14336,383753,84.99
14337,383758,51.0
14338,383759,73.97
14339,383762,41.98
14340,383768,100.61
14341,383775,32.99
14342,383784,34.99
14343,383790,8.99
14344,383794,319.99
14345,383796,87.97
14346,383799,201.99
14347,383803,44.96
14348,383814,541.99
14349,383816,17.98
14350,383820,759.0
14351,383822,31.0
14352,383851,44.96
14353,383861,289.99
14354,383868,25.98
14355,383883,138.99
14356,383888,179.97
14357,383889,121.99
14358,383893,29.99
14359,383895,627.98
14360,383896,30.47
14361,383902,11.99
14362,383907,579.98
14364,383922,4.99
14365,383923,214.99
14367,383926,389.0
14368,383928,40.6
14369,383929,39.97
14370,383934,119.98
14371,383935,754.99
14372,383942,389.0
14373,383950,24.99
14374,383954,129.79
14375,383962,36.9
14376,383964,407.0
14377,383967,273.98
14378,383969,19.99
14379,383972,95.99
14380,383974,42.99
14381,383975,212.98000000000002
14382,383976,34.0
14384,383980,64.99
14385,383981,6.99
14386,383982,51.0
14387,383983,139.99
14388,383989,187.0
14389,383996,49.99
14390,384002,197.95999999999998
14391,384006,26.0
14392,384009,29.99
14393,384014,64.99
14394,384032,5.99
14395,384033,69.98
14396,384034,34.99
14397,384036,102.99
14398,384038,139.98
14399,384039,49.99
14400,384049,302.99
14401,384057,19.99
14402,384066,299.99
14403,384070,377.99
14404,384072,173.99
14405,384075,320.99
14406,384080,19.98
14407,384081,185.99
14408,384083,368.0
14409,384085,359.0
14410,384087,21.5
14411,384097,53.96
14412,384099,52.0
14413,384104,21.5
14414,384105,239.79
14415,384113,34.99
14416,384114,404.99
14417,384116,179.99
14418,384118,14.99
14419,384122,106.65
14420,384123,112.0
14421,384130,25.99
14422,384132,207.99
14423,384134,56.0
14424,384136,43.97
14425,384139,29.9
14426,384147,29.99
14427,384156,59.98
14428,384162,169.0
14429,384163,51.0
14430,384168,78.98
14431,384169,84.99000000000001
14432,384171,949.0
14433,384172,36.99
14435,384182,92.99
14436,384195,89.99
14437,384197,29.99
14438,384199,22.97
14439,384203,37.98
14440,384205,26.97
14441,384206,104.97
14442,384210,25.99
14443,384216,64.99
14444,384217,41.99
14445,384231,21.5
14446,384232,359.0
14447,384236,37.0
14448,384237,59.99
14449,384251,19.99
14450,384252,49.98
14451,384256,39.0
14452,384259,34.0
14453,384261,82.94
14454,384262,52.99
14455,384264,39.98
14456,384265,13.98
14457,384267,69.99000000000001
14458,384271,390.33
14459,384274,79.71
14460,384276,19.99
14461,384277,19.99
14462,384286,119.99
14463,384288,359.0
14464,384289,39.99
14465,384290,21.5
14466,384293,56.0
14467,384294,25.99
14468,384295,239.98000000000002
14469,384296,279.0
14470,384297,112.96999999999998
14471,384299,23.99
14472,384301,54.99
14473,384302,359.0
14474,384304,20.490000000000002
14475,384311,80.0
14476,384312,26.99
14477,384314,19.99
14478,384316,116.94999999999999
14479,384317,31.979999999999997
14480,384320,56.0
14481,384323,6.99
14482,384327,94.99
14483,384333,179.99
14484,384334,25.979999999999997
14485,384336,66.99
14486,384337,119.99
14487,384338,32.97
14488,384339,4.99
14489,384342,431.99
14490,384343,289.99
14491,384345,49.99
14492,384349,28.979999999999997
14493,384351,275.98
14494,384352,38.99
14495,384354,389.0
14496,384356,142.0
14497,384357,329.99
14498,384358,21.380000000000003
14499,384359,49.98
14500,384362,39.0
14501,384367,95.99
14502,384369,100.99
14503,384370,939.99
14504,384372,446.33
14505,384374,798.99
14506,384388,189.99
14507,384389,139.99
14508,384393,21.5
14509,384394,55.97
14510,384395,159.98
14511,384400,259.95
14512,384401,368.99
14513,384403,21.97
14514,384407,21.979999999999997
14515,384410,89.95
14516,384412,359.0
14517,384414,89.99
14519,384417,23.99
14520,384418,153.99
14521,384420,57.99
14522,384424,29.99
14523,384426,59.99
14524,384427,26.97
14525,384428,179.0
14526,384430,543.92
14527,384437,289.99
14528,384440,574.99
14529,384442,359.0
14530,384443,999.99
14531,384444,105.98
14532,384445,173.98
14533,384448,60.97
14534,384453,156.99
14535,384456,8.99
14536,384458,34.0
14537,384463,538.0
14538,384464,36.99
14539,384466,11.99
14540,384471,79.99
14541,384481,192.99
14542,384485,113.99
14543,384486,233.94
14544,384488,59.99
14545,384489,20.99
14547,384493,138.99
14548,384497,32.99
14549,384502,59.99
14550,384503,853.99
14551,384505,85.98
14552,384506,99.99
14553,384508,11.99
14554,384512,99.99
14555,384514,1146.32
14556,384518,59.99
14557,384520,20.29
14558,384521,368.0
14559,384525,76.99
14560,384531,213.2
14561,384545,430.98
14562,384548,214.59
14563,384549,25.99
14564,384550,80.0
14565,384554,22.98
14566,384557,353.99
14567,384558,19.99
14568,384559,41.96
14569,384563,242.57999999999998
14570,384564,432.98
14571,384575,59.99
14572,384578,44.99
14573,384580,389.0
14574,384586,278.99
14575,384587,31.97
14576,384588,38.99
14577,384595,19.99
14578,384597,748.96
14579,384602,159.98
14580,384603,51.0
14581,384606,36.99
14582,384607,25.979999999999997
14583,384610,279.99
14584,384614,42.99
14585,384619,69.0
14586,384621,389.0
14587,384622,25.99
14588,384624,103.99
14589,384629,19.99
14590,384631,319.99
14591,384633,154.98
14592,384636,34.98
14593,384637,21.5
14594,384638,231.99
14595,384639,39.99
14596,384640,21.5
14597,384643,285.98
14598,384644,19.99
14599,384647,216.97
14600,384650,439.98
14601,384653,19.99
14602,384654,34.0
14603,384657,229.99
14604,384658,187.98
14605,384663,170.47
14606,384670,488.99
14607,384674,56.0
14608,384678,44.99
14610,384682,40.99
14611,384686,99.99
14612,384694,221.97000000000003
14613,384699,469.0
14614,384701,27.99
14615,384709,153.99
14616,384710,53.98
14617,384711,481.32
14618,384714,34.0
14619,384719,387.0
14620,384720,56.0
14621,384724,383.0
14622,384725,59.99
14623,384726,470.33
14624,384729,83.92
14625,384734,499.90000000000003
14626,384736,49.99
14627,384742,98.99
14628,384746,48.97
14629,384747,78.99
14630,384748,39.99
14631,384752,226.97000000000003
14632,384757,224.96
14633,384758,99.99
14634,384760,326.58
14635,384762,92.79
14636,384773,69.99
14637,384775,19.99
14638,384776,89.99
14639,384778,745.59
14640,384780,24.99
14641,384784,137.97
14642,384785,29.99
14643,384792,34.99
14644,384809,46.97
14645,384811,34.99
14646,384813,156.99
14647,384815,153.58
14648,384822,49.99
14649,384823,23.99
14650,384825,175.98000000000002
